uf,municipio,eleitores,votosBrancos,votosNulos,vagasVeriador
PR,Telêmaco Borba,50805,1569,1142,13
PR,Terra Boa,12802,372,394,9
PR,Terra Rica,12302,237,215,9
PR,Terra Roxa,13268,271,629,9
PR,Tibagi,15105,339,192,9
PR,Tijucas do Sul,10789,249,194,9
PR,Toledo,89820,3644,3935,19
PR,Tomazina,6811,92,128,9
PR,Três Barras do Paraná,9175,115,421,9
PR,Tunas do Paraná,4867,38,82,9
PR,Tuneiras do Oeste,7211,72,80,9
PR,Tupãssi,6477,83,126,9
PR,Turvo,10843,162,134,9
PR,Ubiratã,17379,391,327,9
PR,Umuarama,77467,2860,2498,10
PR,União da Vitória,41776,1927,2722,13
PR,Uniflor,2203,3,8,9
PR,Uraí,8692,156,222,9
PR,Ventania,7556,99,96,9
PR,Vera Cruz do Oeste,7026,121,343,9
PR,Verê,6836,76,64,9
PR,Virmond,3592,28,201,9
PR,Vitorino,5601,71,79,9
PR,Wenceslau Braz,15178,265,250,9
PR,Xambrê,5506,54,73,9
